"line" "CW" "DTA" "DTS" "DTT" "ED" "EH" "EL" "ELL" "ELW" "ERN" "EW" "KNPE" "KNPR" "KWPE" "LBT" "PH" "TBN" "TL"
"5191" "MG_168_X_MG_1530" 48.6 61.5 63.67 59.75 4.75 96.71 21.29 92.32 10.45 14.06 222.01 513.44 36.62 185.98 5.29 270.78 15.25 44.94
"5192" "MG_168_X_MG_1534" 55.12 66.84 68.25 65.8 5.22 131.34 20.83 92.56 11.24 16.71 268.28 674.18 40.27 229.54 4.88 295.32 10.92 38.66
"5193" "MG_168_X_MG_1538" 57.02 74.28 76.03 72.03 4.78 144.28 22.19 101.08 11.3 14.79 251.78 551.43 37.71 192.91 5.98 332.6 15.62 45.36
"5194" "MG_168_X_MG_1540" 52.31 68.68 69.53 66.35 4.81 139.24 19.88 93.64 10.28 13.58 217.82 516.28 37.68 182.42 5.7 287.2 15.51 41.18
"5195" "MG_168_X_MG_1518" 41.63 67.03 70.45 65.25 4.87 133.24 19.47 92.85 11.34 14.67 226.22 539.02 37.19 182.8 5.08 296.9 13.23 45.06
"5196" "MG_168_X_MG_1519" 49.39 66.66 67.52 65.44 5.11 128.83 21.01 84.25 10.93 16.35 266.35 651.7 39.86 217.31 5.77 280.99 14.59 39.22
"5197" "MG_168_X_MG_1520" 51.78 66.84 69.53 65.07 5.16 142.37 20.2 91.76 10.46 16.47 253.89 671.34 40.61 212.7 5.31 306.95 14.18 40.51
"5198" "MG_168_X_MG_1521" 46.83 67.39 67.88 66.17 5.08 124.07 19.85 89.89 11.42 15.51 245.27 544.19 36.13 202.98 4.22 288.14 10.55 41.98
"5199" "MG_168_X_MG_1522" 56.59 67.21 68.07 65.07 5.19 124.72 21.74 95.67 10.7 13.79 260.05 551.17 39.16 211.69 4.95 267.88 13.22 41.35
"5200" "MG_168_X_MG_1523" 48.54 68.5 68.62 66.72 4.95 114.89 20.06 82.21 11.98 13.34 241.29 535.66 39.3 197.75 4.18 269.58 18.77 40.48
"5201" "MG_168_X_MG_1524" 43.53 69.97 70.26 69.1 4.89 144.58 18.6 89.71 11.64 14.24 223.76 511.63 36.34 175.7 6.2 293.5 14.85 37.3
"5202" "MG_168_X_MG_1525" 62.3 71.26 73.01 69.65 5 146.13 21.15 100.91 10.6 13.82 257.33 548.07 39.07 199.19 5.85 306.67 15.58 43.91
"5203" "MG_168_X_MG_1526" 48.62 67.58 68.62 66.35 5.36 120.73 20.36 91.36 11.45 14.55 245.83 564.86 38.58 211.37 5.03 261.59 15.87 40.93
"5204" "MG_168_X_MG_1527" 55.92 67.21 68.25 64.7 5.18 140.12 20.32 95.79 10.37 15.63 268.3 606.99 38.92 216.87 4.29 304.34 11.91 40.54
"5205" "MG_168_X_MG_1528" 47.24 66.47 68.07 64.7 5.2 114.98 20.12 94.53 11.02 17.31 259.8 666.69 39.07 216.35 4.21 273.01 10.85 41.56
"5206" "MG_168_X_MG_1529" 45.39 62.61 64.04 61.4 4.66 123.62 20.05 87.96 10.79 14.43 221.42 525.32 36.77 185.01 5.66 282.41 9.82 39.45
"5207" "MG_168_X_MG_1531" 46.56 70.52 71.73 69.65 5.06 142.38 18.98 89.42 10.21 13.82 243.35 532.3 38.17 189.56 4.99 287.85 19.18 37.84
"5208" "MG_168_X_MG_1532" 48.35 69.97 71.36 68.74 4.98 145.18 20.46 92.68 10.92 12.26 236.15 519.38 40.44 195.34 4.13 285.88 14.41 38.3
"5209" "MG_168_X_MG_1533" 60.45 67.58 68.62 66.35 5.12 135.54 21.2 90.24 11.62 14.43 268.69 559.7 38.54 205.97 6.05 277.98 11.8 38.29
"5210" "MG_168_X_MG_1535" 46.47 66.84 67.33 65.25 4.97 125 20.15 92.13 11.23 15.15 252.59 562.28 37.64 203.73 4.25 272.41 13.05 40.72
"5211" "MG_168_X_MG_1536" 44.93 66.47 67.15 64.52 5.22 121.93 19.53 94.33 10.17 17.55 259.05 661 38.51 219.11 4.16 277.75 14.88 42.45
"5212" "MG_168_X_MG_1539" 58.69 73.66 74.02 72.04 5.17 154.67 18.75 103.09 10.93 15.51 227.58 556.08 36.76 183.44 4.84 311.51 20.64 42.22
"5213" "MG_168_X_MG_1541" 52.41 73.29 74.02 71.3 4.94 179.85 18.99 103.62 10.42 13.7 235.09 514.21 37.3 182.43 5.53 347.04 16.09 45.64
"5214" "MG_168_X_MG_1542" 48.78 67.03 68.25 65.62 5.01 130.7 19.35 90.31 12.04 17.19 258.78 615.52 37.14 197.42 6.75 298.59 13.63 42.02
"5215" "MG_168_X_MG_1543" 49.74 66.11 67.33 65.25 5.11 133.24 19.64 94.4 11.41 17.55 266.19 688.65 39.67 212.08 6.32 300.95 16.97 42.95
"5216" "MG_168_X_MG_1544" 48.29 65.18 66.05 63.78 5.09 116.82 18.98 93.05 11.48 16.64 249.65 575.56 36.54 197.7 6.4 283.8 14.22 42.79
"5217" "MG_168_X_MG_1545" 47.54 65.18 66.05 63.6 4.96 129.97 20.08 92.56 10.35 14.67 245.7 569.52 38.62 200.41 5.32 299.29 8.5 42.28
"5218" "MG_168_X_MG_1546" 54.1 66.47 67.15 65.25 5.27 118.8 21.51 90.39 11.54 17.43 271.06 641.36 37.87 218.04 5.43 278.89 13.23 43.86
"5219" "MG_168_X_MG_1547" 51.61 65.92 66.79 64.33 5.12 128.09 20.66 91.05 11 16.35 272.62 639.03 39.3 219.74 4.5 298.85 13.41 40.42
"5220" "MG_168_X_MG_1548" 50.82 66.29 66.97 64.7 5.13 108.31 21.08 97.58 11.51 15.39 262.42 569.77 37.53 208.39 6.11 254.83 12.5 41.95
"5221" "MG_183_X_MG_1530" 34.02 60.58 62.58 59.02 4.72 97.84 18.32 88.03 9.29 15.99 212.38 574.68 37 179.16 4.88 273.78 13 40.34
"5222" "MG_183_X_MG_1534" 44.07 66.66 68.07 65.44 5.19 120.21 19.03 93.62 10 18.4 257.2 731.04 40.2 222.47 5.72 288.73 10.48 38.1
"5223" "MG_183_X_MG_1538" 45.9 75.5 77.83 73.51 5.04 135.47 19.66 98.35 9.33 15.87 221.71 629.73 39.51 205.97 4.95 309.39 13.16 42.69
"5224" "MG_183_X_MG_1540" 38.38 67.03 68.8 65.25 4.9 127.48 17.88 94.13 9.83 17.1 213.09 649.37 38.68 181.67 5.4 285.09 9.05 39.67
"5225" "MG_183_X_MG_1518" 41.58 66.29 68.62 64.33 4.99 128.47 20.36 94.16 10.34 17.07 244.8 722.77 41.82 215.29 4.92 293.1 11.32 42.02
"5226" "MG_183_X_MG_1519" 38.32 65 66.24 63.6 5.3 120.92 18.37 89.94 10.01 19.72 252.89 775.23 40.31 219.88 5.22 294.15 10.18 40.08
"5227" "MG_183_X_MG_1520" 36.38 63.53 66.42 61.77 5.11 122.07 17.53 89.97 10 19.3 232.27 733.36 39.11 192.92 4.15 290.5 14.81 37.3
"5228" "MG_183_X_MG_1521" 47.16 66.11 68.07 64.7 5.31 113.89 20.77 94.02 10.27 18.28 269.86 738.27 40.65 233.5 5.92 295.15 8.97 41.42
"5229" "MG_183_X_MG_1522" 39.6 65.74 66.6 63.97 5.3 106.59 19.01 91.43 9.8 17.19 242 652.73 38.77 209.68 5.22 258.32 11.51 37.08
"5230" "MG_183_X_MG_1523" 38.79 66.29 68.07 63.6 5.19 107.62 19.91 89.23 10.34 17.19 237.43 712.69 41.18 214.66 4.66 268.47 16.72 37.39
"5231" "MG_183_X_MG_1524" 36.93 66.66 67.52 65.25 5.07 141.65 17.9 87.74 10.97 18.16 231.48 671.34 38.18 195.77 5.01 302.97 12.86 33.14
"5232" "MG_183_X_MG_1525" 41.87 67.39 69.53 66.17 5.14 121.3 20.09 97.6 9.91 18.04 250.13 703.9 39.6 203.79 5.6 292.75 10.44 40.48
"5233" "MG_183_X_MG_1526" 36.67 66.11 68.62 64.33 5.31 117.25 18.33 94.87 10.42 18.04 244.14 683.48 38.81 209.74 4.6 270.33 15.51 38.97
"5234" "MG_183_X_MG_1527" 39.94 65.92 67.88 64.7 5.16 129.75 17.58 91.8 9.38 18.04 221.98 629.21 36.62 193.05 6.08 300.14 10.99 38.56
"5235" "MG_183_X_MG_1528" 29.75 65.37 66.42 63.6 5.08 106.92 17.39 91.78 9.99 18.25 223.6 657.12 37.5 191.91 4.66 271.99 7.32 36.99
"5236" "MG_183_X_MG_1529" 29.66 61.5 62.39 60.3 4.74 110.02 16.68 84.68 9.75 17.34 193.33 596.91 35.98 164.63 4.73 279.78 7.14 36.29
"5237" "MG_183_X_MG_1531" 38.01 70.16 72.83 68.74 5.1 116.61 18.29 88.45 9.12 16.59 219.43 637.74 38.88 196.08 5.08 267.75 16.64 35.88
"5238" "MG_183_X_MG_1532" 38.11 68.13 70.45 67.09 4.92 131.53 18.45 92.56 9.84 15.27 211.99 629.73 40.61 184.4 5.3 274.8 17.96 37.5
"5239" "MG_183_X_MG_1533" 42.52 66.84 67.88 64.7 5.27 119.69 18.16 87.75 10.31 18.37 239.1 698.47 38.96 207.88 5.93 277.98 11.87 37.57
"5240" "MG_183_X_MG_1535" 35.9 66.84 67.33 65.25 5 115.9 18.8 90.67 10.25 16.11 236.95 628.96 39.18 207.62 5.35 270.47 10.59 36.09
"5241" "MG_183_X_MG_1536" 31.12 65.55 66.79 63.78 5.11 109.25 17.4 90.21 9.35 20.56 228.4 731.81 37.56 200.52 4.57 268.51 12.02 38.31
"5242" "MG_183_X_MG_1539" 43.18 71.45 73.56 69.29 5.39 143.51 17.68 100.83 9.85 19.52 234.34 712.69 38.05 197.65 5.44 291.77 14.63 37.76
"5243" "MG_183_X_MG_1541" 42.54 71.63 73.19 69.84 4.81 157.57 17.7 98.79 9.68 15.15 225.3 529.46 35.93 185.17 5.76 333.87 14.29 42.59
"5244" "MG_183_X_MG_1542" 34.99 66.47 67.88 65.25 5.29 121.54 17.05 91.88 10.25 21.53 241.64 765.15 37.71 206.21 5.25 296.96 11.28 42.65
"5245" "MG_183_X_MG_1543" 35.78 65.18 66.6 63.78 5.34 116 17.16 92.21 10.67 20.29 237.54 729.74 37.82 212.09 5.31 290.37 10.8 41.08
"5246" "MG_183_X_MG_1544" 34.8 65.18 65.5 63.97 5.12 117.79 17.76 90.02 10.47 20.08 244.38 741.79 38.81 206.55 4.83 294.9 10.27 42.23
"5247" "MG_183_X_MG_1545" 38.78 63.34 64.96 61.95 5.16 108.37 18.45 90.08 10.06 18.19 251.02 710.1 39.64 212.22 4.76 285.2 8.35 40.39
"5248" "MG_183_X_MG_1546" 43.47 66.11 68.07 64.33 5.3 109.25 18.75 89.39 9.74 19.24 247.13 690.72 37.6 206.75 6.03 284.25 10.37 42.25
"5249" "MG_183_X_MG_1547" 35.9 65.55 66.97 63.78 5.03 118.32 18.5 86.25 9.86 18.52 231.55 706.74 39.07 206.47 4.12 289.56 10.55 39.38
"5250" "MG_183_X_MG_1548" 34.77 63.53 65.32 61.77 5.05 100.51 18.78 92.02 10.02 16.83 229.59 631.8 38.32 200.1 6.1 254.46 10.11 39.66
"5251" "MG_184_X_MG_1530" 34.11 61.87 63.49 59.93 4.56 99.43 18.42 85.39 9.69 13.86 200.51 523 37.53 173.78 4.71 262.85 13.3 38.56
"5252" "MG_184_X_MG_1534" 46.04 67.95 68.25 66.9 5.04 137.09 21.36 94.56 10.45 15.63 272.98 672.89 41.95 228.02 4.91 293.51 9.74 36.88
"5253" "MG_184_X_MG_1538" 61.79 75.87 77.15 73.69 4.93 154.91 22.27 102.85 9.94 14.43 259.21 606.21 40.84 205.6 4.96 319.21 11.98 42.68
"5254" "MG_184_X_MG_1540" 48.4 69.42 69.71 66.9 4.62 150.78 21.48 94.22 9.55 14.3 226.06 614.48 41.55 188.56 5.88 297.69 10.48 37.74
"5255" "MG_184_X_MG_1518" 42.17 67.21 69.71 65.8 4.54 136.46 22.52 90.41 10.32 12.5 231.49 586.31 43.85 195.11 5.66 286.75 10.7 41.6
"5256" "MG_184_X_MG_1519" 43.73 67.21 68.07 65.99 5.07 119.33 20.23 87.16 10.16 17.13 277.6 746.02 42.66 219.31 5.79 283.23 10.92 38.17
"5257" "MG_184_X_MG_1520" 45.06 67.76 70.26 66.35 5 153.87 19.17 91.32 9.75 16.47 245.64 693.82 41.52 203.66 5.16 297.51 13.45 35.27
"5258" "MG_184_X_MG_1521" 47.37 69.05 69.53 67.82 5.01 131.89 20.89 91.2 10.15 16.19 268.95 635.93 39.41 214.3 5.23 293.35 9.33 40
"5259" "MG_184_X_MG_1522" 51.03 67.39 67.88 65.99 5.08 115.52 20.97 92.75 9.73 14.67 275.5 621.46 41.27 217.64 4.56 259.11 10.66 35.58
"5260" "MG_184_X_MG_1523" 49.33 66.84 68.62 65.25 5.04 116.73 20.06 91.07 10.65 15.51 256.39 626.11 39.97 207.41 4.03 257.22 14.88 36.85
"5261" "MG_184_X_MG_1524" 47.56 70.16 70.26 69.29 5.03 153.82 20.14 90.25 10.99 15.51 247.09 625.34 39.94 200.65 5.68 304.58 11.95 34.08
"5262" "MG_184_X_MG_1525" 50.19 71.26 73.56 69.84 4.92 137.33 22.64 98.17 10.19 15.03 243.83 632.06 41.27 203.59 5.72 289.12 11.8 39.58
"5263" "MG_184_X_MG_1526" 46.99 67.76 69.17 66.54 5.15 123.24 19.74 93.58 10.66 15.24 250.08 596.91 39.18 209.09 3.99 263.21 14.86 35.19
"5264" "MG_184_X_MG_1527" 44.72 67.76 69.17 66.35 5 138.95 18.39 96.12 9.77 16.68 257.8 618.62 37.91 199.5 5.43 293.15 10.74 36.11
"5265" "MG_184_X_MG_1528" 43.05 66.84 67.88 65.25 5.23 114.1 19.69 91.63 10.27 17.8 251.77 719.41 40.65 220.33 4.85 266.91 7.73 36.64
"5266" "MG_184_X_MG_1529" 38.96 63.9 63.86 62.87 4.77 123.63 19.57 87.43 9.81 14.55 232.69 583.47 39.56 194.68 4.66 273.01 8.39 36.04
"5267" "MG_184_X_MG_1531" 42.63 71.08 71.36 69.84 5.11 130.13 20.24 90.58 9.79 15.87 239.26 668.49 41.37 215.57 4.9 262.5 14.1 34.48
"5268" "MG_184_X_MG_1532" 49.55 69.6 70.81 68.55 5.16 136.1 19.64 93.19 10.15 12.86 254.69 577.27 42.57 212.9 5.32 277.75 16.24 34.74
"5269" "MG_184_X_MG_1533" 54.21 67.21 68.25 65.99 5.17 130.53 20.58 91.47 10.76 15.99 273.85 652.99 40.42 223.61 5.12 272.87 11.43 35.21
"5270" "MG_184_X_MG_1535" 44.73 68.5 68.25 66.72 4.9 119.2 21.01 93.3 10.4 14.79 258.07 616.03 40.76 214.66 5.13 258.82 10.66 33.95
"5271" "MG_184_X_MG_1536" 38.1 66.47 67.52 65.62 4.96 118.67 19.81 92.89 9.83 16.23 246.45 654.02 40.07 209.27 4.09 267.92 13.14 38.48
"5272" "MG_184_X_MG_1539" 51.18 71.63 74.29 70.2 5.06 152.16 19.37 100.06 9.97 15.6 235.78 595.1 38.44 178.08 5.22 295.58 16 36.63
"5273" "MG_184_X_MG_1541" 41.88 75.13 75.75 73.32 4.8 174.61 17.74 99.8 9.51 13.94 230.14 531.79 37.92 185.36 4.45 335.73 14.77 38.67
"5274" "MG_184_X_MG_1542" 45.69 68.5 68.62 67.45 5.12 142.9 19.96 95.18 10.75 18.4 273.76 717.86 39.63 223.44 5.16 306.72 10.59 40.93
"5275" "MG_184_X_MG_1543" 42.79 67.21 68.43 66.35 5.18 137.17 18.84 94.38 10.44 16.83 279.96 677.54 40.2 220.05 4.12 301.17 11.58 40.91
"5276" "MG_184_X_MG_1544" 41.88 66.84 67.52 65.44 5.08 132.02 19.52 94.76 10.43 16.35 267.59 671.08 40.58 220.51 4.9 299.41 11.1 40.22
"5277" "MG_184_X_MG_1545" 44.68 66.29 66.79 64.88 5 126.06 21.25 90.41 9.7 15.75 257.57 681.67 42.19 224.97 4.72 295.53 8.17 40.95
"5278" "MG_184_X_MG_1546" 45.35 68.87 69.17 67.64 4.98 121.31 20.14 90.61 9.95 16.23 243.32 649.37 39.82 203.08 5.45 279.25 10.11 39.07
"5279" "MG_184_X_MG_1547" 41.22 66.84 68.07 65.25 4.99 124.7 20.28 89.61 9.83 16.23 261.37 683.74 41.48 214.69 4.11 286.17 9.52 36.99
"5280" "MG_184_X_MG_1548" 47.62 67.58 68.98 66.35 4.96 116.44 21.12 91.04 10.55 15.39 272.32 649.11 41.29 226.99 5.35 256.15 11.95 36.85
"5281" "MG_230_X_MG_1530" 30.02 59.84 62.21 58.46 4.69 89.59 17.95 86.59 9.95 14.79 200.77 539.8 36.94 172.84 4.93 269.62 13.38 41.61
"5282" "MG_230_X_MG_1534" 39.34 65.92 67.52 64.52 5.22 117.09 18.69 91.87 10.91 17.07 242.46 632.57 37.98 214.15 5.29 283.32 13.34 38.45
"5283" "MG_230_X_MG_1538" 51.56 72.55 74.47 70.02 4.91 140.87 20.85 98.71 10.62 15.15 258.26 584.25 38.47 200.87 5.01 329.29 18.29 43.59
"5284" "MG_230_X_MG_1540" 47.01 66.29 69.53 63.23 4.73 127.76 18.73 94.77 10.38 14.55 224.76 530.49 36.82 175.5 5.86 291.86 14.88 40.99
"5285" "MG_230_X_MG_1518" 33.79 64.26 67.52 62.68 4.7 132.67 18.79 90.04 10.79 14.18 218.7 565.64 39.26 185.16 5.49 294.38 12.83 44.14
"5286" "MG_230_X_MG_1519" 36.2 64.26 65.14 62.87 4.95 120.1 18.73 89.27 10.43 15.75 241.55 639.55 40.27 201.9 5.45 286.39 13.49 40.07
"5287" "MG_230_X_MG_1520" 36.23 64.26 68.8 62.5 4.81 132.15 16.92 89.52 10.78 16.83 210.15 627.66 38.05 168.9 5.44 297.65 14.88 39.33
"5288" "MG_230_X_MG_1521" 40.78 66.11 68.25 64.52 4.94 117.38 18.81 92.09 10.56 16.11 229.35 559.7 35.98 195.74 4.14 286.81 10.33 39.82
"5289" "MG_230_X_MG_1522" 38.42 65.55 66.6 63.6 5.07 107.31 19.21 92.56 10.3 15.24 251.98 597.43 39.09 204.24 4.66 252.04 13.19 39.5
"5290" "MG_230_X_MG_1523" 38.82 65.18 66.6 63.05 5.03 103.21 19.26 87.15 10.92 15.09 233.96 575.2 38.24 197.37 4.6 263.54 17.74 40.49
"5291" "MG_230_X_MG_1524" 39.36 67.39 69.35 66.17 4.97 132.7 18.22 88.24 11.42 15.03 237.11 564.35 37.83 194.92 5.52 287.89 12.53 34.9
"5292" "MG_230_X_MG_1525" 43.2 69.42 73.01 68.19 4.93 125.59 19.5 95.98 10.35 15.27 232.35 544.19 36.51 188.95 6.03 293.8 15.4 40.45
"5293" "MG_230_X_MG_1526" 38.94 64.45 66.79 62.5 5.14 105.56 19.38 93.08 10.56 14.74 233.1 559.53 38.07 199.62 5.33 259.02 17.41 39.9
"5294" "MG_230_X_MG_1527" 38.82 66.11 67.88 64.15 4.96 130.1 18.07 91.37 10.02 15.99 238.26 596.65 37.9 201.13 5.43 290.24 13.44 38.75
"5295" "MG_230_X_MG_1528" 34.9 64.82 66.97 63.05 5 101.41 18.11 89.81 10.25 17.31 251.61 640.58 38.02 195.71 5.22 261.7 11.32 39.4
"5296" "MG_230_X_MG_1529" 32.36 61.87 63.67 60.12 4.72 111.1 17.46 82.91 9.79 14.79 203.91 543.16 37.15 171.9 4.07 280.76 10.88 38.53
"5297" "MG_230_X_MG_1531" 37.55 67.21 68.62 65.62 5.05 134.15 18.31 89.39 10.34 14.18 229.45 553.24 38.62 198.55 4.6 287.77 19.22 38.02
"5298" "MG_230_X_MG_1532" 40.62 67.58 69.35 66.54 4.89 122.12 18.68 90.49 10.83 12.62 224.43 531.79 40.31 188.86 4.52 266.66 16.02 37.73
"5299" "MG_230_X_MG_1533" 46.88 66.11 66.79 63.97 5.3 115.19 20.03 91.25 11.09 16.71 261.33 650.4 39.22 219.07 6 268.76 11.1 38.74
"5300" "MG_230_X_MG_1535" 36.9 65 66.97 63.05 5 108.05 18.39 91.15 10.75 15.15 237.57 570.55 37.9 206.09 5.36 259.8 13.3 36.25
"5301" "MG_230_X_MG_1536" 29.21 63.53 64.96 61.95 4.95 102.6 18.53 89.69 9.93 18.19 234.27 677.28 38.35 208.75 4.39 265.35 14.36 39.8
"5302" "MG_230_X_MG_1539" 45.72 71.45 74.84 69.65 5.11 148.13 18.33 98.25 10.38 15.99 239.96 587.61 37.53 189.07 5.14 299.88 17.19 39.86
"5303" "MG_230_X_MG_1541" 43.44 71.08 71.91 69.1 4.89 166.33 18.55 96.72 10.25 14.06 239.02 521.19 37.15 191.11 3.96 334.17 15.62 41.48
"5304" "MG_230_X_MG_1542" 39.29 65.55 68.07 63.78 5.14 121.01 19.01 91.9 10.61 18.28 258.15 718.11 39.82 223.15 4.18 294.12 13.6 42.44
"5305" "MG_230_X_MG_1543" 34.95 65.55 67.33 63.97 5.09 126.42 17.43 90.04 10.36 16.95 239.78 625.34 37.83 198.52 4.16 287.59 13.71 40.89
"5306" "MG_230_X_MG_1544" 39.41 66.29 67.7 63.97 5.19 115.66 18.19 91.45 10.44 17.07 245.97 651.44 38.69 206.04 5.15 290.97 13.96 41.18
"5307" "MG_230_X_MG_1545" 37.32 64.63 66.05 62.87 5.06 118.8 18.75 89.42 10.29 15.63 232.52 608.28 38.99 199.62 4.89 282.7 11.1 40.85
"5308" "MG_230_X_MG_1546" 44.1 65.74 67.7 64.15 5.12 118.47 19.39 89.12 10.27 16.11 259.75 605.95 38.17 214.69 5.38 286.86 13.78 42.19
"5309" "MG_230_X_MG_1547" 37.14 64.63 66.05 63.05 5 120.25 18.67 87.78 10.4 15.75 251.35 601.56 38.51 204.5 5.64 298.33 12.2 40.49
"5310" "MG_230_X_MG_1548" 37.92 63.53 65.32 61.95 5.1 99.92 19.07 94.85 11.2 15.24 238.19 585.8 38.56 200.48 5.04 244.27 14.6 38.99
"5311" "MG_400_X_MG_1530" 32.53 62.79 65.32 61.58 4.75 105.19 19.12 98.17 10.21 15.69 222.46 568.74 37 183.11 4.75 264.1 17.67 42.07
"5312" "MG_400_X_MG_1534" 44.9 66.84 68.8 65.8 5.24 127.37 20.76 101.97 11.16 16.47 271.09 670.56 40.5 235.76 5.74 284.9 13.12 39.57
"5313" "MG_400_X_MG_1538" 55.55 74.94 77.6 73.69 4.98 131.72 21.61 104.89 9.95 15.63 239.48 634.12 40.2 199.49 4.91 279.33 17.74 45.31
"5314" "MG_400_X_MG_1540" 45.86 68.87 70.08 66.35 4.96 139.38 22.27 101.96 10.28 15.43 246.76 621.56 39.83 207 6.02 290.16 13.89 41.03
"5315" "MG_400_X_MG_1518" 39.92 67.58 69.9 65.62 4.88 130.86 21.14 98.85 10.95 14.91 256.3 639.55 41.74 208.93 4.92 283.69 16.42 42.88
"5316" "MG_400_X_MG_1519" 38.97 66.66 67.52 65.8 5.1 135.76 19.55 101.39 10.27 17.19 259.07 667.72 39.33 207.2 6.24 285.99 15.21 39
"5317" "MG_400_X_MG_1520" 42.68 67.03 68.62 65.62 4.98 150.11 19.41 101.53 10.17 18.88 246.49 735.43 39.78 211.95 5.67 294.53 16.86 39.08
"5318" "MG_400_X_MG_1521" 48.27 68.13 68.25 66.9 5.3 123 20.32 102.56 10.84 17.55 280.17 669.53 38.88 231.99 5.2 284.41 12.35 41.75
"5319" "MG_400_X_MG_1522" 45.31 67.95 68.62 66.17 5.29 126.29 19.52 100.41 10.09 15.87 248.17 606.21 38.58 213.76 5.33 259.09 15.18 37.78
"5320" "MG_400_X_MG_1523" 35.52 67.21 68.07 65.44 4.52 115.65 19.09 99.09 10.77 15.35 230.42 573.65 37.55 183.92 5.38 261.18 19.69 37.3
"5321" "MG_400_X_MG_1524" 44.88 69.6 69.71 68.19 5.24 143.88 19.68 98.77 11.9 15.63 243.75 574.17 37.49 203.69 7.32 296.78 13.52 35.11
"5322" "MG_400_X_MG_1525" 41.22 69.6 71.36 68.37 4.88 142.45 21.66 107.06 10.73 14.67 243.27 577.53 39.15 193.95 6.66 291.71 16.61 42.06
"5323" "MG_400_X_MG_1526" 47.46 67.95 68.43 66.54 5.4 125.92 19.64 99.77 10.9 16.23 271.57 606.73 38.02 220.77 3.95 261.62 21.05 39.19
"5324" "MG_400_X_MG_1527" 41.94 66.84 67.7 65.07 5.2 131.74 19.01 101.87 10.24 17.55 253.46 646.53 37.87 205.62 5.71 290.63 15.07 38.77
"5325" "MG_400_X_MG_1528" 41.41 67.76 68.62 66.17 5.23 111.48 19.61 96.37 10.76 18.76 259.84 744.99 40.2 220.97 4.58 255.88 14.45 39.14
"5326" "MG_400_X_MG_1529" 34.46 64.82 64.77 62.68 4.9 137.24 19.2 97.06 10.8 15.36 221.19 584.25 38.24 187.24 4.74 280.98 12.57 36.23
"5327" "MG_400_X_MG_1531" 26 70.89 71.91 69.47 5.13 130.31 19.28 91.5 9.88 14.87 222.68 569.52 38.28 209.3 5.13 268.16 18.81 34.84
"5328" "MG_400_X_MG_1532" 38.8 68.87 70.63 68 5.16 144.2 19.14 100.76 10.63 14.43 235.64 623.79 41.77 197.73 4.8 291.93 19.42 37.56
"5329" "MG_400_X_MG_1533" 54.48 67.76 68.07 66.72 5.4 129.31 20.6 98.81 11.17 16.05 285.5 613.97 38.63 232.99 6.49 272.01 13.85 38.22
"5330" "MG_400_X_MG_1535" 38.3 67.95 68.25 66.72 5.26 123.52 19.33 99.47 10.42 16.35 250.2 617.84 38.32 209.67 5.35 268.8 14.66 39.28
"5331" "MG_400_X_MG_1536" 38.24 66.84 67.7 65.25 5.06 122.49 19.35 95.52 9.6 18.04 248.23 690.46 39.15 215.55 4.65 272.18 16.79 39.04
"5332" "MG_400_X_MG_1539" 42.41 72.92 74.11 70.94 5.12 144.31 19.13 103.82 10.4 16.59 224.18 625.6 38.32 189.18 4.71 285.51 18.96 36.93
"5333" "MG_400_X_MG_1541" 42.67 73.1 74.47 71.67 4.89 165.67 19.05 108.49 10.51 14.79 239.59 563.83 38.24 188 4.29 321.06 19.25 42.01
"5334" "MG_400_X_MG_1542" 40.25 67.21 68.62 65.62 5.25 128.11 19.92 104.55 10.74 18.64 272.39 719.41 39.41 226.16 6.46 294.96 16.17 44.82
"5335" "MG_400_X_MG_1543" 43.78 66.66 68.43 65.25 5.4 130.54 18.93 106.79 10.87 17.92 266.47 618.36 36.44 220.58 6.62 288.7 16.46 42.68
"5336" "MG_400_X_MG_1544" 42.21 66.47 67.88 65.25 5.33 126.54 19.33 104.37 10.76 18.56 268.15 692.53 38.49 216.27 5.39 283.14 15.25 44.12
"5337" "MG_400_X_MG_1545" 41.16 66.11 67.33 64.52 5.15 133.33 20.53 101.9 10.19 16.71 256.4 653.76 39.33 219.91 5.44 297.51 12.49 42.87
"5338" "MG_400_X_MG_1546" 48.19 68.13 69.35 66.72 5.4 124.85 21.06 102.1 10.73 16.89 292.43 685.03 40.46 247.33 4.94 287.13 15.47 44.22
"5339" "MG_400_X_MG_1547" 41.09 66.66 68.07 64.88 5.01 128.72 20.69 100.51 10.02 15.75 255.11 638.52 40.2 219.99 5.29 287.96 15.29 41.36
"5340" "MG_400_X_MG_1548" 41.59 66.11 67.88 64.88 5.16 112.12 19.89 103.08 10.83 16.23 259.25 644.72 39.75 228.29 4.05 246.12 16.75 38.92
"5341" "MG_401_X_MG_1530" 38.45 61.87 65.69 60.3 4.7 92.02 19.63 93.33 10.18 16.23 222.09 630.76 38.99 192.26 4.02 276.26 15.84 42.48
"5342" "MG_401_X_MG_1534" 45.32 65.92 68.43 64.33 5.04 115.29 21.41 104.31 10.81 17.55 283.78 772.9 43.1 242.08 4.75 303.46 12.39 39.82
"5343" "MG_401_X_MG_1538" 55.22 75.68 79.62 72.96 4.87 130.21 22.1 109.63 10.45 15.75 251.56 666.43 41.52 199.53 4.65 319.77 16.9 47.75
