"line" "CW" "DTA" "DTS" "DTT" "ED" "EH" "EL" "ELL" "ELW" "ERN" "EW" "KNPE" "KNPR" "KWPE" "LBT" "PH" "TBN" "TL"
"509" "MG_260_X_MG_1547" 42.9 66.84 68.98 65.62 4.86 121.71 20.86 86.28 9.5 14.91 249.17 616.03 40.54 215.5 4.8 294.46 12.28 37.97
"510" "MG_260_X_MG_1548" 48.98 67.39 68.62 65.8 5.19 114.44 20.88 95.8 10.63 15.75 272.6 661.52 41.29 219.26 4.64 269.24 15.8 38.32
"511" "MG_264_X_MG_1530" 45.63 59.66 62.76 58.28 4.72 92.07 19.69 91.66 10.51 16.23 232.64 633.09 39.14 184.13 4.58 275.35 15.73 47.52
"512" "MG_264_X_MG_1534" 65.47 67.03 68.62 65.44 5.57 114.92 21.11 99.85 11.35 19.48 309.26 827.69 42.33 255.89 5.42 304.65 11.95 43.25
"513" "MG_264_X_MG_1538" 76.19 73.47 77.38 71.3 5.24 140.04 21.8 106.21 10.35 17.07 290.71 716.3 41.59 211.17 7.08 335.82 17.01 48.94
"514" "MG_264_X_MG_1540" 55.5 68.31 70.08 65.07 5.07 132.52 20.49 96.31 10.48 15.99 237.99 641.88 40.04 193.94 5.61 301.32 13.6 42.18
"515" "MG_264_X_MG_1518" 44.31 64.82 68.43 63.23 4.84 127.55 19.85 96.15 10.82 15.54 225.8 678.32 42.45 186.18 5.21 296.16 12.94 46.05
"516" "MG_264_X_MG_1519" 49.15 66.84 68.43 65.25 5.19 123.98 19.23 94.38 10.6 17.8 271.7 675.73 39.18 207.65 5.44 298.72 14.15 43.17
"517" "MG_264_X_MG_1520" 46.64 65 68.62 63.23 5.39 130.82 17.93 96.44 10.25 19.12 248.89 718.89 38.75 193.7 5.55 297.31 17.01 41.42
"518" "MG_264_X_MG_1521" 56.49 66.66 68.62 65.44 5.05 124.75 20.1 99.63 10.61 16.71 256.63 661 39.71 205.8 5.43 301.34 10.99 43.44
"519" "MG_264_X_MG_1522" 56.45 65.92 67.7 64.15 5.46 108.34 20.13 100.93 10.38 16.83 282.12 667.72 39.82 223.96 4.72 267.12 12.4 40.96
"520" "MG_264_X_MG_1523" 41.5096635120925 67.3361146161935 68.8001577287066 65.8298720644935 4.99184893094988 122.167788293025 19.6918664563617 92.9547896950578 10.5839344549597 15.9069838766211 244.298671573782 627.090490711532 39.4300455660708 204.9262127585 5.04453382404486 283.801032246758 13.5623821209465 39.0900525854514
"521" "MG_264_X_MG_1524" 53.66 68.68 70.81 67.27 5.35 140.8 18.54 92.96 11.42 16.89 254.01 633.35 38.13 194.82 6.39 308.37 13 39.1
"522" "MG_264_X_MG_1525" 64.75 69.05 73.74 67.64 5.24 126.84 21.22 105.16 10.09 15.96 277.69 649.89 40.36 204.17 5.9 312.2 15.73 45.36
"523" "MG_264_X_MG_1526" 59.53 66.66 68.62 65.25 5.65 123.33 20.16 90.69 11.11 16.35 293.87 668.24 40.58 235.23 4.72 278.78 19.69 42.76
"524" "MG_264_X_MG_1527" 63.38 66.29 67.52 64.7 5.19 124.75 19.36 101.17 9.69 17.34 290.36 663.58 38.71 226.75 5.46 297.51 14.14 40.18
"525" "MG_264_X_MG_1528" 50.51 66.47 68.07 64.88 5.43 117.47 19.65 98.35 10.48 19.6 260.27 747.32 39.21 210.6 5.23 291.53 10.18 42.73
"526" "MG_264_X_MG_1529" 47.92 62.24 63.86 60.3 5.23 115.48 18.69 93.42 10.33 16.35 248.72 626.37 38.69 202.91 4.58 289.25 9.23 42.12
"527" "MG_264_X_MG_1531" 55.59 68.68 69.53 67.64 5.46 136.37 18.93 95.91 10.54 17.13 284.83 682.45 40.01 217.24 4.17 293.22 17.23 40.67
"528" "MG_264_X_MG_1532" 56.14 67.95 70.26 66.72 5.43 126.47 19.69 96.72 10.74 14.18 268.64 616.55 41.89 214.82 4.57 294.85 16.96 40.33
"529" "MG_264_X_MG_1533" 64.73 67.21 69.35 65.99 5.49 127.75 20.17 92.14 11.06 18.04 291.66 694.6 39.26 223.68 6.3 280.47 13.27 39.65
"530" "MG_264_X_MG_1535" 56.66 65.92 67.33 63.78 5.27 112.49 21.14 99.78 10.92 16.59 279.79 704.68 41.78 230.9 4.12 282.72 12.13 41.6
"531" "MG_264_X_MG_1536" 41.67 64.08 66.05 62.87 5.27 112.49 18.62 100.29 10.05 20.32 268.94 775.23 39.41 203.99 5.24 288.2 15.14 45.57
"532" "MG_264_X_MG_1539" 61.66 71.26 75.02 70.02 5.51 139.78 19.12 110.41 10.38 17.55 259.51 671.6 38.89 203.35 5.06 308.99 17.16 44.63
"533" "MG_264_X_MG_1541" 60.94 71.45 74.11 69.84 5.32 168.54 19.13 103.16 10.35 16.17 275.56 629.73 39.07 208.1 5.75 358.1 16.39 45.5
"534" "MG_264_X_MG_1542" 58.71 67.39 69.35 65.62 5.51 123.18 20.51 102.53 11.05 19.96 303.34 784.53 40.12 236.12 6.65 312.88 14.26 48.28
"535" "MG_264_X_MG_1543" 58.95 64.82 67.15 63.6 5.53 125.11 19.38 102.77 11.13 19.74 274.55 762.7 39.8 235.52 5.57 309.56 14.76 46.39
"536" "MG_264_X_MG_1544" 58.05 65.74 67.88 63.97 5.69 115.66 20.36 99.77 10.98 19.78 310.92 814.51 41.49 257.3 5.09 308.9 14.18 49.53
"537" "MG_264_X_MG_1545" 57.44 64.45 67.33 63.42 5.44 118.13 20.81 99.51 10.4 18.04 289.22 759.2 41.82 237.49 5.56 302.69 11.58 47.22
"538" "MG_264_X_MG_1546" 49.68 66.47 68.98 65.25 5.25 118.85 19.62 96.54 10.45 18.28 264.25 696.66 38.99 204.47 6.34 303.42 11.47 48.26
"539" "MG_264_X_MG_1547" 49.24 64.45 66.79 62.68 5.23 127.39 19.89 92.17 10.13 17.43 267.34 726.64 41.4 220.11 5.22 311.01 12.97 44.04
"540" "MG_264_X_MG_1548" 55.05 65.18 67.52 63.6 5.38 100.85 19.95 98.78 10.93 17.07 279.91 696.92 40.73 226.7 4.61 260.6 14.15 42.05
"541" "MG_270_X_MG_1530" 38.11 61.87 63.86 60.48 4.91 84.57 20.16 89.71 10.75 16.35 233.51 612.16 38.05 195.19 5.73 261.83 11.95 41.48
"542" "MG_270_X_MG_1534" 43.17 67.95 68.62 66.35 5.14 108.12 20.74 95.57 11.31 16.83 263.33 701.83 41.29 232.49 5.55 273.92 8.09 35.94
"543" "MG_270_X_MG_1538" 54.6 73.29 73.57 72.22 4.95 131.46 22.78 100.79 10.87 15.75 275 692.01 42.59 219.73 5.66 308.42 8.69 44.01
"544" "MG_270_X_MG_1540" 42.76 67.76 68.62 65.99 4.86 110.28 19.55 93.97 10.22 15.27 218.85 575.46 37.94 185.2 6.1 264.05 9.16 37.72
"545" "MG_270_X_MG_1518" 38.22 64.63 67.52 63.78 4.84 105.85 21.48 94.47 11.03 14.27 238.03 641.62 43.02 210.99 5.85 274.84 10.07 42.05
"546" "MG_270_X_MG_1519" 36.1 67.95 68.07 66.9 5.06 106.53 19.37 89.04 10.88 17.43 245.83 677.54 39.41 200.71 5.9 268.75 9.96 38.08
"547" "MG_270_X_MG_1520" 39.07 67.03 68.07 65.8 5.06 119.07 19.54 93.3 10.35 18.28 234.51 751.71 41.14 204.84 6.11 284.94 9.78 38.29
"548" "MG_270_X_MG_1521" 45.79 67.39 67.15 66.35 4.92 108.74 21.63 94.01 11.54 15.75 268.08 647.82 40.65 231.88 5.31 280.53 6.74 40.1
"549" "MG_270_X_MG_1522" 42.25 66.84 66.79 65.07 5.08 94.27 19.74 90.25 10.59 14.49 240.14 589.42 39.98 210.81 5.87 232.69 9.45 37.62
"550" "MG_270_X_MG_1523" 43.03 67.58 69.9 64.88 5.04 97.77 20.34 92.58 11.09 15.39 235.04 634.38 40.5 205.38 5.39 259.47 13.12 37.79
"551" "MG_270_X_MG_1524" 43.93 69.42 69.71 68.37 5.04 124.85 19.42 92.16 12.26 16.35 249.56 610.61 38.02 209.17 5.66 271.09 11.29 34.43
"552" "MG_270_X_MG_1525" 48.92 69.79 72.46 68.74 5.12 119.28 21.43 98.99 10.94 16.11 251.3 609.83 38.35 204.41 6.24 276.2 9.56 41.22
"553" "MG_270_X_MG_1526" 43.77 67.76 68.07 66.54 5.25 105.65 20.4 95.77 11.48 15.75 248.5 627.4 39.71 211.39 6.24 251.3 11.73 36.53
"554" "MG_270_X_MG_1527" 43.87 66.66 67.15 65.44 5.09 114.01 19.65 96.2 10.6 17.8 262.08 713.98 40.35 217.36 5.47 277.07 9.23 36.57
"555" "MG_270_X_MG_1528" 42.37 67.58 68.98 65.99 5.19 94.49 20.47 91.32 11.06 17.92 259.25 705.97 39.87 222.97 5.88 249.28 6.77 38.2
"556" "MG_270_X_MG_1529" 37.44 64.26 64.41 63.23 4.88 113.03 19.92 87.58 10.85 15.63 238.72 615.26 39.33 204.86 4.1 269.67 9.05 37.65
"557" "MG_270_X_MG_1531" 36.97 68.68 70.81 67.64 5.35 116.61 18.4 88.43 10.82 17.34 227.08 644.2 38.13 195.21 5.88 262.6 14.35 35.07
"558" "MG_270_X_MG_1532" 40.37 68.5 69.35 67.64 4.94 111.32 19.21 93.86 11.24 13.22 227.69 567.19 40.99 192.44 4.77 265.71 12.46 38.24
"559" "MG_270_X_MG_1533" 48.22 67.58 68.43 66.72 5.3 102.32 20.89 91.41 11.38 16.59 267.24 662.81 39.9 224.79 6.98 249.65 8.61 35.71
"560" "MG_270_X_MG_1535" 34.96 67.21 67.15 65.99 5 102.46 19.06 90.25 10.74 15.99 229.84 592.77 37.73 197.8 5.66 246.56 9.71 36.46
"561" "MG_270_X_MG_1536" 29.81 65.55 65.87 64.15 4.89 94.38 17.96 89.51 9.59 18.52 214.03 659.97 37.25 187.64 6.12 238.9 9.78 36.88
"562" "MG_270_X_MG_1539" 54.68 71.94 73.92 70.99 5.16 135.35 19.46 98.22 10.95 16.91 257.13 676.8 40.04 206.73 5.26 274.1 14.41 37.65
"563" "MG_270_X_MG_1541" 46.8 72 73.92 71.12 4.43 151.37 19.71 100.02 10.66 15.15 245.09 615.52 40.1 188.6 5.43 317.61 13.42 42.75
"564" "MG_270_X_MG_1542" 43.32 68.5 68.43 67.09 5.18 113.5 20.66 93.78 11.36 18.52 272.25 765.66 41.33 236.15 4.97 291.56 7.29 42.27
"565" "MG_270_X_MG_1543" 38.53 67.39 67.88 66.17 5.24 110.52 19.19 92.73 10.92 18.04 253.99 690.46 39.07 223.71 5.32 272.43 9.05 40.92
"566" "MG_270_X_MG_1544" 45.17 67.39 67.7 66.35 5.2 108.35 20.55 93.09 10.95 17.43 265.11 725.61 41.32 227.53 5.6 281.29 7.73 42.22
"567" "MG_270_X_MG_1545" 39.63 67.76 67.52 66.72 5.1 102.57 20.12 92.52 10.31 15.99 243.04 644.72 40.1 217.09 5.12 264.12 6.31 39.31
"568" "MG_270_X_MG_1546" 43.72 67.76 68.43 66.72 5.1 96.08 20.75 90.68 11.16 18.04 261.92 722.25 40.35 225.73 6.26 254.65 9.19 40.69
"569" "MG_270_X_MG_1547" 37.95 65.55 66.05 64.7 4.98 101.06 20.11 88.66 10.28 16.11 245.37 651.7 40.24 212.39 5.21 276.93 8.9 38.53
"570" "MG_270_X_MG_1548" 44.39 67.95 68.98 66.9 5.16 90.21 20.1 94.99 11.49 15.51 246.8 633.09 40.31 212.48 5.56 218.68 10.18 36.77
"571" "MG_274_X_MG_1530" 40.31 60.76 64.22 59.38 4.8 98.66 19.83 90.23 9.84 15.51 223.93 582.7 37.9 196.14 4.05 279.4 13.27 40.14
"572" "MG_274_X_MG_1534" 54.64 66.29 68.25 65.07 5.25 111.64 19.85 98.1 10.77 17.67 279.24 673.66 38.88 226.66 4.83 291.12 10.19 36.17
"573" "MG_274_X_MG_1538" 63.06 72.92 75.59 71.3 4.86 147.62 23.32 109.6 10.31 15.15 255.95 631.54 41.03 212.46 5.5 335.43 18.81 45.75
"574" "MG_274_X_MG_1540" 51.12 65.92 68.98 63.42 4.77 131.39 21.02 95.98 10 14.3 228.91 568.48 39.22 185.9 6.3 300.46 13.45 40.03
"575" "MG_274_X_MG_1518" 44.94 66.66 70.45 65.44 4.88 125.12 21.05 92.36 10.71 14.43 225.51 621.46 41.7 184.06 4.16 304.31 11.36 41.52
"576" "MG_274_X_MG_1519" 47.62 65.55 66.97 64.15 5.14 113.73 20.06 93.56 10.34 17.19 266.45 700.54 40.63 212.16 5.62 298.45 11.21 39.34
"577" "MG_274_X_MG_1520" 46.52 66.11 69.17 64.33 5.19 132.85 19.28 95.31 10.17 18.04 244.91 721.21 40.32 206.4 4.93 307.18 13.93 38.42
"578" "MG_274_X_MG_1521" 51.54 65.92 68.8 65.07 5.22 112.09 20.25 98.07 11.28 16.59 288.48 619.39 38.05 221.19 5.76 299.65 8.57 37.09
"579" "MG_274_X_MG_1522" 46.72 65.92 67.88 63.97 5.19 104.04 19.51 93.62 10.14 15.39 240.97 596.91 38.81 207.15 4.8 259.4 9.21 36.68
"580" "MG_274_X_MG_1523" 41.76 66.11 68.98 63.6 5.22 95.92 19.08 92.03 10.55 15.87 252.28 599.24 38.2 208.4 4.11 262.89 17.38 39.28
"581" "MG_274_X_MG_1524" 47 67.03 68.25 65.62 5.07 137.66 19.94 93.2 11.52 16.59 252.5 621.46 38.2 204.21 6.02 307.69 12.28 33.47
"582" "MG_274_X_MG_1525" 52.08 68.68 71.91 67.09 4.9 130.85 22.27 100.45 10.69 15.39 274.28 608.8 39.48 204.99 6.38 311 13.41 42.13
"583" "MG_274_X_MG_1526" 44.18 65.55 68.07 63.78 5.43 113.27 19.19 95.2 10.63 16.59 253.65 615.26 37.95 208.6 5.03 268.66 16.79 37.35
"584" "MG_274_X_MG_1527" 46.58 66.29 68.25 64.88 5.11 129.34 18.88 95.99 9.76 18.04 248.32 678.57 38.62 204.23 4.9 309.28 9.63 37.29
"585" "MG_274_X_MG_1528" 40.17 66.29 68.25 64.88 5.13 102.95 19.16 92.49 10.7 18.52 244.89 709.84 39.22 210.98 4.01 279.14 8.53 37.39
"586" "MG_274_X_MG_1529" 39.35 63.16 63.67 61.58 4.82 119.87 19.11 89.71 10.33 14.79 229.04 570.03 38.47 191.36 4.85 293.15 8.53 36.05
"587" "MG_274_X_MG_1531" 37.86 70.52 71.18 69.29 5.03 143.13 17.77 88.97 10.96 15.99 225.61 618.88 38.92 189.88 4.78 302.09 16.5 36.1
"588" "MG_274_X_MG_1532" 51.5 68.13 70.45 66.72 5 134.65 21.15 96.51 10.71 13.7 251.19 609.57 42.49 214.1 4.04 292.11 16.51 38.07
"589" "MG_274_X_MG_1533" 58.19 66.66 68.43 64.88 5.39 109.54 20.68 95.23 10.94 16.35 295.54 634.38 39.11 234.23 5.67 276.71 10.99 36.41
"590" "MG_274_X_MG_1535" 45.91 66.29 67.7 64.15 5.08 106.55 19.87 98.13 10.73 17.31 263.38 674.96 39.42 223.68 4.49 271.85 13.12 36.64
"591" "MG_274_X_MG_1536" 36.32 65.55 66.42 63.78 5.06 110.9 18.79 91.64 9.91 17.73 243.72 657.38 38.12 214.74 4.05 280.94 13.78 37.59
"592" "MG_274_X_MG_1539" 56.6 70.89 74.84 69.84 5.39 144.91 19.72 100.6 10.71 17.55 258.83 661 38.51 204.66 5.43 309.34 16.13 37.67
"593" "MG_274_X_MG_1541" 43.09 70.71 72.9 69.29 4.87 168.4 18.67 102.34 9.86 15.63 231.15 567.19 37.25 184.53 5.64 355.96 15.76 41.87
"594" "MG_274_X_MG_1542" 45.26 66.29 68.8 65.25 5.21 114.54 19.76 98.63 10.88 18.04 237.3 649.11 37.38 189.11 6.69 309.29 11.01 42.44
"595" "MG_274_X_MG_1543" 47.19 65.37 67.52 64.33 5.33 114.2 19.39 96.87 10.45 18.28 268.62 701.32 39.15 227.45 4.86 309.11 10.88 39.68
"596" "MG_274_X_MG_1544" 40.34 65.18 66.6 63.97 5.04 114.57 20.03 98.06 10.87 16.65 245.62 665.14 39.99 188.41 4.92 306.21 11.73 39.91
"597" "MG_274_X_MG_1545" 53.86 64.82 67.15 64.15 5.25 115.15 21.33 96.22 10.14 16.71 270.72 700.02 41.33 230.16 4.21 311.29 9.82 41.58
"598" "MG_274_X_MG_1546" 58.55 67.03 69.9 66.17 5.32 109.23 21.96 91.71 10.35 17.31 294.53 675.73 39.48 246.7 5.7 296.74 10.92 39.74
"599" "MG_274_X_MG_1547" 51.12 65.92 67.33 64.15 5.22 118.13 20.75 92 10.09 16.83 276.17 674.44 40.12 236.49 3.98 313.24 8.24 38.36
"600" "MG_274_X_MG_1548" 45.81 66.47 68.98 64.7 5.13 98.41 19.11 96.74 11.05 16.11 256.36 596.91 37.75 208.88 4.76 254.97 13.74 36.11
"601" "MG_277_X_MG_1530" 31.3 60.76 62.21 59.38 4.59 95.86 19.5 87.02 10.27 14.79 201.07 533.85 36.85 174.56 5.92 261.06 16.51 40.54
"602" "MG_277_X_MG_1534" 40.88 67.39 68.25 66.17 5.2 125.27 20.41 96.56 11.38 16.23 269.84 674.7 41.06 234.92 5.73 309.79 13.01 37.98
"603" "MG_277_X_MG_1538" 52.21 73.84 75.75 72.41 5.04 142.02 22.29 104.17 10.89 15.75 260.02 660.48 41.19 217.03 5.44 323.09 21.19 45.32
"604" "MG_277_X_MG_1540" 43.26 67.03 68.07 64.7 4.83 134.11 21.15 92.7 10.51 14.67 226.23 590.45 39.75 194.62 6.82 285.37 15.87 39.74
"605" "MG_277_X_MG_1518" 30.14 67.03 69.9 65.99 4.68 120.89 19.46 93.74 10.98 13.94 210.63 566.16 39.71 176.8 4.11 279.61 15.43 40.32
"606" "MG_277_X_MG_1519" 36.39 66.84 67.15 65.62 5.02 121.05 19.24 89.74 10.37 17.19 242.98 697.18 40.54 205.54 5.81 291.36 15.18 39.17
"607" "MG_277_X_MG_1520" 41.61 68.13 69.17 65.99 5.21 147.04 19.61 95.84 10.76 17.92 267.4 746.54 41.48 228.59 4.99 322.64 19.58 39.1
"608" "MG_277_X_MG_1521" 37.42 67.39 68.25 66.35 5.12 122.23 19.07 94.85 11.14 16.44 252.24 596.39 37.24 204.15 4.84 294.11 12.02 42.22
"609" "MG_277_X_MG_1522" 44.54 66.84 67.15 65.44 5.27 117.88 19.86 93.09 10.84 15.15 255.22 605.44 39.63 218.75 5.31 267.93 14.99 37.5
"610" "MG_277_X_MG_1523" 43.22 68.31 69.53 65.8 5.11 108.39 20.18 89.31 11.38 15.47 254.5 640.07 40.73 218.19 4.92 270.14 19.1 39.06
"611" "MG_277_X_MG_1524" 41.27 68.5 69.17 67.45 5.07 140.85 19.66 90.14 11.89 15.75 239.68 597.69 38.32 207.89 5.84 294.32 15.87 34.29
"612" "MG_277_X_MG_1525" 44.32 69.24 71.54 68.19 4.97 129.38 21.53 101.23 10.75 14.91 257.08 586.83 39.11 203.79 6.61 295.06 16.42 41.25
"613" "MG_277_X_MG_1526" 46.75 66.66 67.7 65.44 5.37 110.55 20.52 94.46 11.6 15.87 264.37 636.19 39.9 225.27 5.18 264.59 20.35 38.1
"614" "MG_277_X_MG_1527" 41.59 67.03 67.7 65.44 5.29 133.64 18.19 94.32 10.72 17.67 261.25 674.18 38.88 215.19 5.32 302.93 15.58 37.06
"615" "MG_277_X_MG_1528" 33.47 67.21 67.88 65.99 5.17 111.42 18.16 92.64 10.85 17.01 224.45 632.31 38.04 196.57 5.52 268 12.2 36.3
"616" "MG_277_X_MG_1529" 36.07 63.53 63.86 62.32 4.93 119.28 19.65 90.64 10.58 15.87 229.93 619.91 39.15 199.77 4.06 282.41 10.92 37.4
"617" "MG_277_X_MG_1531" 35.25 69.6 70.08 68.74 4.93 129.03 18.78 88.08 10.28 15.75 222.09 601.82 38.54 187.74 5.28 279.97 20.2 36.79
"618" "MG_277_X_MG_1532" 35.97 68.68 69.35 67.64 4.84 135.56 18.46 93.55 11.27 13.58 232.54 557.63 39.9 177.93 5.73 289.29 18.15 37.67
"619" "MG_277_X_MG_1533" 46.67 67.39 67.88 66.17 5.4 120.09 20.29 89.88 11.43 17.31 261.38 660.23 38.85 232.11 6.93 274.17 13.74 37.54
"620" "MG_277_X_MG_1535" 37.69 66.66 67.15 64.88 4.96 115.9 19.38 95.2 11.3 16.23 245.05 634.12 39.3 210.84 5.63 269.2 14 36.93
"621" "MG_277_X_MG_1536" 33.88 66.66 67.15 65.44 5.02 116.91 19 91.22 10.14 18.16 238.35 705.97 39.5 204.03 4.9 274.22 17.01 38.43
"622" "MG_277_X_MG_1539" 46.81 72 74.47 70.75 5.3 143.84 18.48 101.69 10.39 16.83 248.84 628.44 38.05 198.99 5.9 299.03 18.18 38.54
"623" "MG_277_X_MG_1541" 36.57 72.73 73.19 71.49 4.73 173.68 18.59 96.6 10.25 14.06 219.07 551.17 38.69 178.83 5.39 336.99 17.85 41.27
"624" "MG_277_X_MG_1542" 37.13 67.76 68.07 66.72 5.07 126.17 19.64 95.58 11.27 18.04 256.77 690.46 39.11 214.85 5.61 309.76 13.89 41.01
"625" "MG_277_X_MG_1543" 38.86 66.84 67.7 65.62 5.2 124.23 18.13 95.39 11.15 17.8 242.63 656.61 38.2 204.97 6.14 290.03 13 41.15
"626" "MG_277_X_MG_1544" 33.17 66.47 67.88 65.25 5.07 121.49 18.11 93.92 10.71 17.19 231.75 654.54 38.69 202.38 5.74 295.77 14.44 41.89
"627" "MG_277_X_MG_1545" 36.93 66.29 66.79 65.07 5.03 118.9 19.59 94.37 10.55 15.63 248.2 625.34 39.78 211.62 4.04 294.37 10.88 41.28
"628" "MG_277_X_MG_1546" 34.44 66.11 67.33 64.52 5.01 120.9 20.07 89.19 10.87 16.59 240.5 652.99 39.56 210.41 5.99 287.78 13.23 42.52
"629" "MG_277_X_MG_1547" 37.08 66.11 66.97 64.52 4.97 121.63 19.39 86.27 10.51 15.51 241.78 617.58 39.61 210.02 4 292.2 14.07 38.44
"630" "MG_277_X_MG_1548" 44.08 65.74 67.52 64.52 5.28 103.56 20.25 92.97 12.07 15.99 271.66 641.62 39.95 228.28 4.87 255.23 14.07 38.56
"631" "MG_283_X_MG_1530" 32.4 60.4 62.58 58.65 4.59 97.41 18.42 87.91 9.98 14.43 196.28 513.95 36.21 175.82 4.01 271.71 12.53 40.92
"632" "MG_283_X_MG_1534" 38.88 66.47 67.88 65.62 4.88 121.51 19.61 92.6 10.84 15.63 246.45 630.76 40.05 221.3 4.05 300.48 11.54 37.58
"633" "MG_283_X_MG_1538" 41.11 68.68 71 66.54 4.62 124.06 19.97 95.97 10.35 13.82 220.58 533.08 38.2 182.35 4.04 306.27 14.04 41.82
"634" "MG_283_X_MG_1540" 43.27 66.11 68.07 63.97 4.67 118.87 19.66 93.48 10.43 13.58 225.72 534.11 38.66 187.86 4.01 286.77 12.17 38.85
"635" "MG_283_X_MG_1518" 36.95 66.66 68.62 65.25 4.61 115.37 19.4 92.35 10.86 13.49 233.47 543.93 39.27 188.72 4.08 289.75 11.8 41.51
"636" "MG_283_X_MG_1519" 37.69 67.21 67.7 65.99 4.91 119.89 18.83 90.25 10.39 15.99 247.06 626.37 39.2 203.53 5.1 302.7 12.17 40.11
"637" "MG_283_X_MG_1520" 36.84 65.18 68.8 63.6 4.83 131.5 18.63 92.29 10.51 16.44 246.01 664.62 40.21 199.67 4.1 310.46 13.63 38.96
"638" "MG_283_X_MG_1521" 37.86 66.47 67.88 65.44 4.78 119.59 18.95 93.45 11 15.51 239.95 572.1 37.45 196.3 3.95 292.3 9.23 37.48
"639" "MG_283_X_MG_1522" 41.13 65.92 66.79 63.97 5.03 102.24 19.4 94.52 10.55 14.06 254.09 549.1 38.66 207.43 4.56 258.31 10.63 36.99
"640" "MG_283_X_MG_1523" 37.56 66.11 69.35 64.33 4.92 105.74 18.85 91.72 11.13 13.88 239.12 549.77 38.81 202.73 3.97 273.26 15.19 37.09
"641" "MG_283_X_MG_1524" 39.52 67.76 68.25 66.72 4.7 134.62 18.84 86.69 11.74 15.15 233.55 590.45 38.92 192.09 4.88 300.63 12.34 33.11
"642" "MG_283_X_MG_1525" 48.25 68.31 70.63 65.99 4.92 122.24 21.5 98.14 10.26 14.67 251.63 594.58 39.97 209.64 4.89 291.66 13.08 39.62
"643" "MG_283_X_MG_1526" 36.89 67.21 68.8 65.62 4.93 116.95 18.31 94.16 11.2 14.43 228.42 535.92 37.41 189.57 4.41 279.54 15.03 36.36
"644" "MG_283_X_MG_1527" 37.42 65.55 67.33 63.78 4.89 124.87 18.49 95.13 9.94 16.11 236.36 606.73 38.2 199.56 4.4 298.18 11.21 36.05
"645" "MG_283_X_MG_1528" 35.89 66.47 67.33 64.33 4.83 105.03 19.94 93.77 10.23 16.95 234.29 680.38 40.24 213.02 4.11 266.74 9.33 37.94
"646" "MG_283_X_MG_1529" 34.44 62.61 62.94 61.03 4.67 109.36 17.96 89.8 10.38 14.67 206.41 526.36 36.48 177.18 4.06 283.46 10.07 35.74
"647" "MG_283_X_MG_1531" 36.22 70.71 72.09 69.29 4.91 123.6 18.39 87.37 9.87 14.79 205.02 576.24 38.69 186.94 5.15 277.69 17.29 34.3
"648" "MG_283_X_MG_1532" 43.77 68.31 70.45 67.27 4.91 130.85 19.32 94.04 10.88 12.62 243.61 550.39 41.48 207.14 4 293.65 13.19 38.15
"649" "MG_283_X_MG_1533" 45.68 67.03 67.52 65.62 5.03 119.12 20.33 89.29 11.21 15.27 259.69 596.91 39.11 216.08 5.29 281.58 11.62 36.88
"650" "MG_283_X_MG_1535" 33.02 66.84 67.7 64.88 4.58 112.38 18.13 94.13 11.05 14.52 218.93 534.37 36.94 182.5 4.55 267.38 10.92 35.69
"651" "MG_283_X_MG_1536" 29.43 65 65.87 63.42 4.78 102.95 17.34 92.37 9.56 17.37 218.2 595.88 36 188.13 4.02 262.8 12.72 36.97
"652" "MG_283_X_MG_1539" 48.79 71.08 73.01 69.65 4.97 146.5 19.61 102.49 11.13 16.71 258.41 673.15 40.16 208.57 3.95 308.97 15.53 38.07
"653" "MG_283_X_MG_1541" 38.7 71.63 72.23 70.2 4.71 163.41 18.17 99.3 10.18 14.06 221.11 520.41 37.19 182.82 3.99 343.31 14.18 41.96
"654" "MG_283_X_MG_1542" 36.51 67.21 67.88 65.44 4.97 126.76 18.4 95.14 10.67 17.11 247.43 633.61 37.98 208.94 4.38 310.38 10.81 40.97
"655" "MG_283_X_MG_1543" 36.34 65.55 66.05 64.33 5.01 118.21 17.95 93.52 11.15 16.95 238.4 636.45 38.32 201.37 3.95 302.04 13.19 41.33
"656" "MG_283_X_MG_1544" 36.67 65.92 67.15 64.88 4.88 118.65 17.7 95.59 10.81 16.71 238.53 622.49 38.02 198.89 3.95 304.57 11.76 40.92
"657" "MG_283_X_MG_1545" 39.67 66.11 67.52 64.88 5 113.22 19.39 92.04 10.33 15.63 249.07 611.12 39.09 209.55 4.48 298.23 9.85 40.86
"658" "MG_283_X_MG_1546" 40.2 67.21 68.8 65.62 4.87 116.59 19.84 88.66 10.22 15.75 250.9 595.88 38.24 211.17 5.11 285.62 10.7 40.96
"659" "MG_283_X_MG_1547" 34.28 65.74 67.33 64.52 4.73 123.11 18.68 87.53 10.34 14.55 234.32 557.37 38.24 201.27 3.98 302.91 11.36 38.66
"660" "MG_283_X_MG_1548" 40.08 65.37 66.79 63.6 4.97 91.18 19.48 91.6 11.06 15.03 257.92 599.24 39.52 212.62 4.05 247.4 12.24 37.47
"661" "MG_288_X_MG_1530" 35.61 62.97 65.69 61.4 4.61 96.3 19.86 90.32 10.39 14.55 211.72 559.44 38.35 179.16 5.48 267.14 14.77 43.11
"662" "MG_288_X_MG_1534" 53.29 68.13 69.9 66.9 5.18 128.37 21.36 95.61 10.85 16.83 277.64 715.01 41.89 237.77 5.54 305.79 10.66 36.71
